Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Title,Author,Bookshop.org link,Short description,Resource type,Book type,Category,Long Description,Thumbnail
"Bud, Not Buddy",bud-not-buddy,5ee119e7a0db1f13edda4aa0,5f0df7388fe972aafaa1e98f,Tue Jul 14 2020 18:19:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:19:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:19:39 GMT+0000 (Coordinated Universal Time),"Bud, Not Buddy",Christopher Paul Curtis,https://bookshop.org/books/bud-not-buddy/9780440413288,"""A classic about a boy who decides to hit the road to find his father. """,,Children's Book,,"<p>The Newbery Medal and Coretta Scott King Award-winning classic about a boy who decides to hit the road to find his father.<br><br>It's 1936, in Flint Michigan. Times may be hard, and ten-year-old Bud may be a motherless boy on the run, but Bud's got a few things going for him:<br>1. He has his own suitcase full of special things.<br>2. He's the author of Bud Caldwell's Rules and Things for Having a Funner Life and Making a Better Liar Out of Yourself.<br>3. His momma never told him who his father was, but she left a clue: flyers advertising Herman E. Calloway and his famous band, the Dusky Devastators of the Depression<br>Bud's got an idea that those flyers will lead him to his father. Once he decides to hit the road to find this mystery man, nothing can stop him--not hunger, not fear, not vampires, not even Herman E. Calloway himself.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df717befda87d4159e92d_bud_not_buddy.jpg
"Stamped: Racism, Antiracism, and You",stamped-racism-antiracism-and-you,5ee119e7a0db1f13edda4aa0,5f0df6e6efc408ba7ec92de0,Tue Jul 14 2020 18:18:14 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:18:14 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:19:39 GMT+0000 (Coordinated Universal Time),"Stamped: Racism, Antiracism, and You",Jason Reynolds and Ibram X. Kendi,https://bookshop.org/books/stamped-racism-antiracism-and-you-a-remix-of-the-national-book-award-winning-stamped-from-the-beginning/9780316453691,"A timely, crucial, and empowering exploration of racism--and antiracism--in America. This is NOT a history book.This is a book about the here and now.",,Children's Book,,"<p>The construct of race has always been used to gain and keep power, to create dynamics that separate and silence. This remarkable reimagining of Dr. Ibram X. Kendi's National Book Award-winning Stamped from the Beginning reveals the history of racist ideas in America, and inspires hope for an antiracist future. It takes you on a race journey from then to now, shows you why we feel how we feel, and why the poison of racism lingers. It also proves that while racist ideas have always been easy to fabricate and distribute, they can also be discredited. Through a gripping, fast-paced, and energizing narrative written by beloved award-winner Jason Reynolds, this book shines a light on the many insidious forms of racist ideas--and on ways readers can identify and stamp out racist thoughts in their daily lives.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df6cc2fcb3779041021a4_stamped.jpg
Opposite of Always,opposite-of-always,5ee119e7a0db1f13edda4aa0,5f0df69eff7405f4f7d37579,Tue Jul 14 2020 18:17:02 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:17:02 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:19:39 GMT+0000 (Coordinated Universal Time),Opposite of Always,Justin A. Reynolds,https://bookshop.org/books/opposite-of-always/9780062748379,"A hilarious and heartfelt novel about the choices we make, the people we choose, and the moments that make a life worth reliving. ",Children's Book,,,"<p>When Jack and Kate meet at a party, bonding until sunrise over their mutual love of Froot Loops and their favorite flicks, Jack knows he's falling--hard. Soon she's meeting his best friends, Jillian and Franny, and Kate wins them over as easily as she did Jack.<br><br>But then Kate dies. And their story should end there.<br><br>Yet Kate's death sends Jack back to the beginning, the moment they first meet, and Kate's there again. Healthy, happy, and charming as ever. Jack isn't sure if he's losing his mind.<br><br>Still, if he has a chance to prevent Kate's death, he'll take it. Even if that means believing in time travel. However, Jack will learn that his actions are not without consequences. And when one choice turns deadly for someone else close to him, he has to figure out what he's willing to do to save the people he loves.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df6689f97e0768cc55cdb_opposite_of_always.jpeg
The Hate U Give,the-hate-u-give,5ee119e7a0db1f13edda4aa0,5f0df55cb754b45d73e402d4,Tue Jul 14 2020 18:11:40 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:14:54 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),The Hate U Give,Angie Thomas,https://bookshop.org/books/the-hate-u-give-collector-s-edition/9780062872340,A sixteen-year-old moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends.,,Children's Book,,"<p>Sixteen-year-old Starr Carter moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Khalil was unarmed.<br><br>Soon afterward, his death is a national headline. Some are calling him a thug, maybe even a drug dealer and a gangbanger. Protesters are taking to the streets in Khalil's name. Some cops and the local drug lord try to intimidate Starr and her family. What everyone wants to know is: what really went down that night? And the only person alive who can answer that is Starr.<br><br>But what Starr does--or does not--say could upend her community. It could also endanger her life.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df5c9cab0572ee17ead24_the_hate_you_give.jpg
"Roll of Thunder, Hear My Cry ",roll-of-thunder-hear-my-cry,5ee119e7a0db1f13edda4aa0,5f0df53e55260a662656e495,Tue Jul 14 2020 18:11:10 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:11:10 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),"Roll of Thunder, Hear My Cry ",Mildred D. Taylor,https://bookshop.org/books/roll-of-thunder-hear-my-cry-9780613883511/9780140384512,The vivid story of a black family whose warm ties to each other and their land give them strength to defy rural Southern racism during the Depression,,Children's Book,,"<p>With the land to hold them together, nothing can tear the Logans apart. Why is the land so important to Cassie's family? It takes the events of one turbulent year - the year of the night riders and the burnings, the year a white girl humiliates Cassie in public simply because she is black - to show Cassie that having a place of their own is the Logan family's lifeblood. It is the land that gives the Logans their courage and pride, for no matter how others may degrade them, the Logans posess something no one can take away.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df530150b6b3cbe26d485_roll_of_thunder_hear_my_cry.jpg
March: Book Three,march-book-three,5ee119e7a0db1f13edda4aa0,5f0df504dbb24116d8543198,Tue Jul 14 2020 18:10:12 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:10:12 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),March: Book Three,"John Lewis, Andrew Aydin, and Nate Powell",https://bookshop.org/books/march-book-three/9781603094023,"Bringing the lessons of history to vivid life for a new generation, urgently relevant for today's world",,Children's Book,,"<p>By the fall of 1963, the Civil Rights Movement has penetrated deep into the American consciousness, and as chairman of the Student Nonviolent Coordinating Committee, John Lewis is guiding the tip of the spear. Through relentless direct action, SNCC continues to force the nation to confront its own blatant injustice, but for every step forward, the danger grows more intense: Jim Crow strikes back through legal tricks, intimidation, violence, and death. The only hope for lasting change is to give voice to the millions of Americans silenced by voter suppression: ""One Man, One Vote.""<br>To carry out their nonviolent revolution, Lewis and an army of young activists launch a series of innovative campaigns, including the Freedom Vote, Mississippi Freedom Summer, and an all-out battle for the soul of the Democratic Party waged live on national television.<br>With these new struggles come new allies, new opponents, and an unpredictable new president who might be both at once. But fractures within the movement are deepening ... even as 25-year-old John Lewis prepares to risk everything in a historic showdown high above the Alabama river, in a town called Selma.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df4f87552bc1f9298df89_march_book_3.jpg
March: Book Two,march-book-two,5ee119e7a0db1f13edda4aa0,5f0df4a6b754b43514e402d2,Tue Jul 14 2020 18:08:38 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:08:38 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),March: Book Two,"John Lewis, Andrew Aydin, and Nate Powell",https://bookshop.org/books/march-book-two/9781603094009,"Bringing the lessons of history to vivid life for a new generation, urgently relevant for today's world",,Children's Book,,"<p>After the success of the Nashville sit-in campaign, John Lewis is more committed than ever to changing the world through nonviolence - but as he and his fellow Freedom Riders board a bus into the vicious heart of the deep south, they will be tested like never before. Faced with beatings, police brutality, imprisonment, arson, and even murder, the movement's young activists place their lives on the line while internal conflicts threaten to tear them apart.<br>But their courage will attract the notice of powerful allies, from Martin Luther King, Jr. to Attorney General Robert F. Kennedy... and once Lewis is elected chairman of the Student Nonviolent Coordinating Committee, this 23-year-old will be thrust into the national spotlight, becoming one of the ""Big Six"" leaders of the civil rights movement and a central figure in the landmark 1963 March on Washington for Jobs and Freedom.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df46c4616788081de7f79_march_book_2.jpg
March: Book One,march-book-one,5ee119e7a0db1f13edda4aa0,5f0df43675171bebd4215395,Tue Jul 14 2020 18:06:46 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:06:46 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),March: Book One,"John Lewis, Andrew Aydin, and Nate Powell",https://bookshop.org/books/march-book-one-9781603093002/9781603093002,"Bringing the lessons of history to vivid life for a new generation, urgently relevant for today's world",,Children's Book,,"<p>March is a vivid first-hand account of John Lewis' (an American icon and key figure of the civil rights movement) lifelong struggle for civil and human rights, meditating in the modern age on the distance traveled since the days of Jim Crow and segregation. Rooted in Lewis' personal story, it also reflects on the highs and lows of the broader civil rights movement.<br>Book One spans John Lewis' youth in rural Alabama, his life-changing meeting with Martin Luther King, Jr., the birth of the Nashville Student Movement, and their battle to tear down segregation through nonviolent lunch counter sit-ins, building to a stunning climax on the steps of City Hall.<br>Many years ago, John Lewis and other student activists drew inspiration from the 1958 comic book ""Martin Luther King and the Montgomery Story."" Now, his own comics bring those days to life for a new audience, testifying to a movement whose echoes will be heard for generations.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df423d0981fe4e1af493d_march_book_1.jpg
Genesis Begins Again,genesis-begins-again,5ee119e7a0db1f13edda4aa0,5f0df3eaa2b3190b4537678b,Tue Jul 14 2020 18:05:30 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:05:30 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:15:02 GMT+0000 (Coordinated Universal Time),Genesis Begins Again,Alicia D. Williams,https://bookshop.org/books/genesis-begins-again-9781481465809/9781481465809,A thirteen-year-old who must overcome internalized racism and a verbally abusive family to finally learn to love herself.,,Children's Book,,"<p>There are ninety-six things Genesis hates about herself. She knows the exact number because she keeps a list. Like #95: Because her skin is so dark, people call her charcoal and eggplant--even her own family. And #61: Because her family is always being put out of their house, belongings laid out on the sidewalk for the world to see. When your dad is a gambling addict and loses the rent money every month, eviction is a regular occurrence.<br>What's not so regular is that this time they all don't have a place to crash, so Genesis and her mom have to stay with her grandma. It's not that Genesis doesn't like her grandma, but she and Mom always fight--Grandma haranguing Mom to leave Dad, that she should have gone back to school, that if she'd married a lighter skinned man none of this would be happening, and on and on and on. But things aren't all bad. Genesis actually likes her new school; she's made a couple friends, her choir teacher says she has real talent, and she even encourages Genesis to join the talent show.<br>But how can Genesis believe anything her teacher says when her dad tells her the exact opposite? How can she stand up in front of all those people with her dark, dark skin knowing even her own family thinks lesser of her because of it? Why, why, why won't the lemon or yogurt or fancy creams lighten her skin like they're supposed to? And when Genesis reaches #100 on the list of things she hates about herself, will she continue on, or can she find the strength to begin again?</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df3dead98bcbc7249ee21_genesis_begins_again.jpg
The Crossover,the-crossover,5ee119e7a0db1f13edda4aa0,5f0df3a08525af63824604fd,Tue Jul 14 2020 18:04:16 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:16 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),The Crossover,Kwame Alexander,https://bookshop.org/books/the-crossover-9780544107717/9780544935204,"The Crossover is a 2015 children's book by American author Kwame Alexander and the winner of the 2015 Newbery Medal and Coretta Scott King Award Honor. The book, which is told entirely through verse, was first published in the United States in hardback on March 18, 2014 through HMH Books for Young Readers",,,,"<p>""With a bolt of lightning on my kicks . . . The court is SIZZLING. My sweat is DRIZZLING. Stop all that quivering. 'Cuz tonight I'm delivering,"" raps twelve-year-old Josh Bell. Thanks to their dad, he and his twin brother, Jordan, are kings on the court. But Josh has more than basketball in his blood--he's got mad beats, too, which help him find his rhythm when it's all on the line. As their winning season unfolds, things begin to change. When Jordan meets a girl, the twins' bond unravels.Told in dynamic verse, this fast and furious middle grade novel that started it all absolutely bounces with rhythm and bursts with heart.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df34e150b6b604b25bb06_crossover.jpg
Brown Girl Dreaming,brown-girl-dreaming-2,5ee119e7a0db1f13edda4aa0,5f0df2eb9fddb216e38c9a33,Tue Jul 14 2020 18:01:15 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:01:15 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),Brown Girl Dreaming,Jacqueline Woodson,https://bookshop.org/books/brown-girl-dreaming/9780147515827,"Understanding the thoughts of young people, offering a poetic, eloquent narrative that is not simply a story . . . but a mature exploration of grown-up issues and self-discovery.",,Young Adult Book,,"<p>Raised in South Carolina and New York, Woodson always felt halfway home in each place. In vivid poems, she shares what it was like to grow up as an African American in the 1960s and 1970s, living with the remnants of Jim Crow and her growing awareness of the Civil Rights movement. Touching and powerful, each poem is both accessible and emotionally charged, each line a glimpse into a child's soul as she searches for her place in the world. Woodson's eloquent poetry also reflects the joy of finding her voice through writing stories, despite the fact that she struggled with reading as a child. Her love of stories inspired her and stayed with her, creating the first sparks of the gifted writer she was to become.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df2e0cf89165c29e80065_brown_girl_dreaming.jpeg
The Youngest Marcher ,the-youngest-marcher,5ee119e7a0db1f13edda4aa0,5f0df24cb152ae2584b3f9d4,Tue Jul 14 2020 17:58:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:58:36 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),The Youngest Marcher ,Cynthia Levinson; Illustrated by Vanessa Brantley Newton,https://bookshop.org/books/the-youngest-marcher-the-story-of-audrey-faye-hendricks-a-young-civil-rights-activist/9781481400701,A remarkable and inspiring story of one child's role in the Civil Rights Movement,,Children's Book,,"<p>Meet the youngest known child to be arrested for a civil rights protest in Birmingham, Alabama, 1963, in this moving picture book that proves you're never too little to make a difference.<br>Nine-year-old Audrey Faye Hendricks intended to go places and do things like anybody else.<br>So when she heard grown-ups talk about wiping out Birmingham's segregation laws, she spoke up. As she listened to the preacher's words, smooth as glass, she sat up tall. And when she heard the plan--picket those white stores! March to protest those unfair laws! Fill the jails!--she stepped right up and said, I'll do it! She was going to j-a-a-il!<br>Audrey Faye Hendricks was confident and bold and brave as can be, and hers is the remarkable and inspiring story of one child's role in the Civil Rights Movement.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df13cd01968278f96b8a2_youngest_marcher.jpg
Something Happened in Our Town,something-happened-in-our-town,5ee119e7a0db1f13edda4aa0,5f0df110f70fcb530810c8a6,Tue Jul 14 2020 17:53:20 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:53:20 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),Something Happened in Our Town,"Marianne Celano, PhD, Marietta Collins, PhD, and Ann Hazzard, PhD; Illustrated by Jennifer Zivoin",https://bookshop.org/books/something-happened-in-our-town-a-child-s-story-about-racial-injustice/9781433828546,"A discussion between two families -- one White, one Black -- around a police shooting of a Black man in their community",,Children's Book,,"<p>Something Happened in Our Town follows two families -- one White, one Black -- as they discuss a police shooting of a Black man in their community. The story aims to answer children's questions about such traumatic events, and to help children identify and counter racial injustice in their own lives.<br><br>Includes an extensive Note to Parents and Caregivers with guidelines for discussing race and racism with children, child-friendly definitions, and sample dialogues</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0df0d4b4f8872679c394a3_something_happened_in_our_town.jpg
The Only Black Girls in Town,the-only-black-girls-in-town,5ee119e7a0db1f13edda4aa0,5f0df090c408253a39bcc19e,Tue Jul 14 2020 17:51:12 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:51:12 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),The Only Black Girls in Town,Brandy Colbert,https://bookshop.org/books/the-only-black-girls-in-town/9780316456388,Two black girls in town who discover a collection of hidden journals revealing shocking secrets of the past.,,Children's Book,,"<p>Beach-loving surfer Alberta has been the only black girl in town for years. Alberta's best friend, Laramie, is the closest thing she has to a sister, but there are some things even Laramie can't understand. When the bed and breakfast across the street finds new owners, Alberta is ecstatic to learn the family is black-and they have a 12-year-old daughter just like her.<br>Alberta is positive she and the new girl, Edie, will be fast friends. But while Alberta loves being a California girl, Edie misses her native Brooklyn and finds it hard to adapt to small-town living.<br>When the girls discover a box of old journals in Edie's attic, they team up to figure out exactly who's behind them and why they got left behind. Soon they discover shocking and painful secrets of the past and learn that nothing is quite what it seems.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0defd1270c5557394aae56_only_black_girls_in_town.jpg
Little Leaders: Bold Women in Black History,little-leaders-bold-women-in-black-history,5ee119e7a0db1f13edda4aa0,5f0def9c1e8720f64efa5aaf,Tue Jul 14 2020 17:47:08 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:47:08 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),Little Leaders: Bold Women in Black History,Vashti Harrison,https://bookshop.org/books/little-leaders-bold-women-in-black-history/9780316475112,An introduction to readers of all ages to 40 women who changed the world,,,,"<p>An important book for all ages, Little Leaders educates and inspires as it relates true stories of forty trailblazing black women in American history. Illuminating text paired with irresistible illustrations bring to life both iconic and lesser-known female figures of Black history such as abolitionist Sojourner Truth, pilot Bessie Coleman, chemist Alice Ball, politician Shirley Chisholm, mathematician Katherine Johnson, poet Maya Angelou, and filmmaker Julie Dash.<br>Among these biographies, readers will find heroes, role models, and everyday women who did extraordinary things - bold women whose actions and beliefs contributed to making the world better for generations of girls and women to come. Whether they were putting pen to paper, soaring through the air or speaking up for the rights of others, the women profiled in these pages were all taking a stand against a world that didn't always accept them.<br>The leaders in this book may be little, but they all did something big and amazing, inspiring generations to come.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0def8c270c55e7434a7849_little_leaders.jpg
The Day You Begin,the-day-you-begin,5ee119e7a0db1f13edda4aa0,5f0def0a7a6efd196a2f4b47,Tue Jul 14 2020 17:44:42 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:44:42 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),The Day You Begin,Jacqueline Woodson; Illustrated by Rafael López,https://bookshop.org/books/the-day-you-begin/9780399246531,"Finding courage to connect, even when you feel scared and alone.",,Children's Book,,"<p>There will be times when you walk into a room and no one there is quite like you.There are many reasons to feel different. Maybe it's how you look or talk, or where you're from; maybe it's what you eat, or something just as random. It's not easy to take those first steps into a place where nobody really knows you yet, but somehow you do it.<br>Jacqueline Woodson's lyrical text and Rafael López's dazzling art reminds us that we all feel like outsiders sometimes-and how brave it is that we go forth anyway. And that sometimes, when we reach out and begin to share our stories, others will be happy to meet us halfway.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0deefb4c03a49f013bef48_the_day_you_begin.jpeg
The Snowy Day,the-snowy-day,5ee119e7a0db1f13edda4aa0,5f0deecb0938fe02283e1277,Tue Jul 14 2020 17:43:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:43:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 18:04:27 GMT+0000 (Coordinated Universal Time),The Snowy Day,Ezra Jack Keats,https://bookshop.org/books/the-snowy-day-9780670867332/9780670867332,"A child's wonder at a new world, and the hope of capturing and keeping that wonder forever.",,Children's Book,,"<p>Peter, The Snowy Day's protagonist, wakes up to the season’s first snowfall. In his bright red snowsuit, he goes outside and makes footprints and trails through the snow. Peter is too young to join a snowball fight with older kids, so he makes a snowman and snow angels and slides down a hill. He returns home with a snowball stashed in his pocket. Before he goes to bed, Peter is sad to discover the snowball has melted. The next day, he wakes up to tons more falling snow. With a friend, he ventures outside again.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0deeb699a6fac55dff0354_the_snowy_day.jpg
Rocket Says Look Up! ,rocket-says-look-up,5ee119e7a0db1f13edda4aa0,5f0dede64423c5900368ba8d,Tue Jul 14 2020 17:39:50 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:39:50 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),Rocket Says Look Up! ,Nathan Bryon; Illustrated by Dapo Adeola,https://bookshop.org/books/rocket-says-look-up/9781984894427,Inspiring readers of all ages to dream big through a passion for science and infectious curiosity,,Children's Book,,"<p>A comet will be visible tonight, and Rocket wants everyone to see it with her--even her big brother, Jamal, whose attention is usually trained on his phone or video games. Rocket's enthusiasm brings neighbors and family together to witness a once-in-a-lifetime sighting. Perfect for fans of Ada Twist, Scientist and Cece Loves Science--Rocket Says Look Up! will inspire readers of all ages to dream big as it models Rocket's passion for science and infectious curiosity.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dedcc744e951b75147d39_rocket_says_look_up.jpg
I Can Write the World,i-can-write-the-world,5ee119e7a0db1f13edda4aa0,5f0ded5d4f14d3b06accb104,Tue Jul 14 2020 17:37:33 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:37:33 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),I Can Write the World,Joshunda Sanders; Illustrated by Charly Palmer,https://bookshop.org/books/i-can-write-the-world/9781644420010,Revealing to children the power of their own voice.,,Children's Book,,"<p>Eight-year-old Ava Murray wants to know why there's a difference between the warm, friendly Bronx neighborhood filled with music and art in which she lives and the Bronx she sees in news stories on TV and on the Internet. When her mother explains that the power of stories lies in the hands of those who write them, Ava decides to become a journalist.<br>I Can Write the World follows Ava as she explores her vibrant South Bronx neighborhood - buildings whose walls boast gorgeous murals of historical figures as well as intricate, colorful street art, the dozens of different languages and dialects coming from the mouths of passersby, the many types of music coming out of neighbors' windows and passing cars. In reporting how the music and art and culture of her neighborhood reflect the diversity of the people of New York City, Ava shows the world as she sees it, revealing to children the power of their own voice.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0ded419f3679392c4d1cb1_i_can_write_the_world.jpg
Hair Love,hair-love,5ee119e7a0db1f13edda4aa0,5f0decfdd174396a847dd258,Tue Jul 14 2020 17:35:57 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:35:57 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),Hair Love,Matthew A. Cherry; Illustrated by Vashti Harrison,https://bookshop.org/books/hair-love/9780525553366,An ode to loving your natural hair -- and a celebration of daddies and daughters everywhere.,,Children's Book,,"<p>It's up to Daddy to give his daughter an extra-special hair style in this ode to self-confidence and the love between fathers and daughters, from Academy-Award winning director and former NFL wide receiver Matthew A. Cherry and New York Times bestselling illustrator Vashti Harrison. Zuri's hair has a mind of its own. It kinks, coils, and curls every which way. Zuri knows it's beautiful. When Daddy steps in to style it for an extra special occasion, he has a lot to learn. But he LOVES his Zuri, and he'll do anything to make her -- and her hair -- happy. Tender and empowering, Hair Love is an ode to loving your natural hair -- and a celebration of daddies and daughters everywhere.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0decbd0625b5ec38104121_hair_love.jpeg
"Get Up, Stand Up ",get-up-stand-up,5ee119e7a0db1f13edda4aa0,5f0dec9257fdf3492c2607ee,Tue Jul 14 2020 17:34:10 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:34:10 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),"Get Up, Stand Up ",Cedella Marley from the song by Bob Marley; Illustrated by John Jay Cabuay,https://bookshop.org/books/get-up-stand-up/9781452171722,Explains how to to counter injustice we must lift others up with kindness and courage.,,Children's Book,,"<p>As a young girl goes on with her day in school, she comes across several instances of teasing and intimidation. But with loving action and some help from her friends, she's able to make things right for herself and others. this cute children's book includes the impactful lyrics of Bob Marley's song 'Get Up, Stand Up' that has inspired millions of listeners around the world with messages of peace, love, and truth. Written by Cedella Marley, Bob Marley's daughter, who has dedicated herself to keeping her father's message and memory alive with exuberant pictures by John Jay Cabuay accompanying Marley's iconic lyrics, Get Up, Stand Up is a vibrant testament to the power we all have to make a difference.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0dec4999a6fa0d20fdae4e_get_up_stand_up.jpg
Crown: Ode to a Fresh Cut ,crown-ode-to-a-fresh-cut,5ee119e7a0db1f13edda4aa0,5f0debcc078b3838cf0c0bbc,Tue Jul 14 2020 17:30:52 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:30:52 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),Crown: Ode to a Fresh Cut ,Derrick Barnes; Illustrated by Gordon C. James,https://bookshop.org/books/crown-an-ode-to-the-fresh-cut/9781572842243,A reflection on humanity of black boys and how they see themselves when they approve of their reflections in the mirror.,,Children's Book,,"<p>This rhythmic, read-aloud title is an unbridled celebration of the self-esteem, confidence, and swagger boys feel when they leave the barber's chair--a tradition that places on their heads a figurative crown, beaming with jewels, that confirms their brilliance and worth and helps them not only love and accept themselves but also take a giant step toward caring how they present themselves to the world. The fresh cuts. That's where it all begins. Crown: An Ode to the Fresh Cut is a high-spirited, engaging salute to the beautiful, raw, assured humanity of black boys and how they see themselves when they approve of their reflections in the mirror.</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0debbca443c50fc23a3e9c_crown_an_ode_to_fresh_cut.jpg
"Clean Your Room, Harvey Moon! ",clean-your-room-harvey-moon,5ee119e7a0db1f13edda4aa0,5f0deb8121b735181136ede9,Tue Jul 14 2020 17:29:37 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:29:37 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 17:40:01 GMT+0000 (Coordinated Universal Time),"Clean Your Room, Harvey Moon! ",Pat Cummings,https://bookshop.org/books/clean-your-room-harvey-moon/9780689717987,Teaching kids that it is important to keep their room clean,,Children's Book,,"<p>Harvey Moon's room is a mess Clothes are everywhere, sticky comic books are shoved under his desk, and there's a cookie under his bed that's so old it's turned gray and fuzzy. What a disaster. There won't be any cartoons until his room is absolutely spotless. But just when Harvey thinks he's finally done, he discovers that his idea of clean is not the same as his mother's</p>",https://uploads-ssl.webflow.com/5edfdc4615dbd34ff38974f4/5f0deb698de2f52f322797d5_clean_your_room.jpg
